LGD_Code,District_SSLR,Taluk_SSLR (Subdistrict),Hobli_SSLR,Village_SSLR,ULB_SSLR,District_GOI_Dir,Subdistrict_GOI_Dir,Village_GOI_Dir,VillageStatus_GOI_Dir,District_NIC,GramPanchayat_NIC,Village_NIC
597278,Belgaum District,KAGAVAD,Kagawada,Jugala,,BELAGAVI,KAGWAD,Jugul,Inhabitant,BELAGAVI,JUGUL,Jugul
597279,Belgaum District,KAGAVAD,Kagawada,Shahapura,ULB,BELAGAVI,KAGWAD,Shahapur,Inhabitant,BELAGAVI,JUGUL,Shahapur
597280,Belgaum District,KAGAVAD,Kagawada,Shiraguppi,,BELAGAVI,KAGWAD,Shiraguppi,Inhabitant,BELAGAVI,SHIRAGUPPI,Shiraguppi
597281,Belgaum District,KAGAVAD,Kagawada,Mulawada,,BELAGAVI,KAGWAD,Molwad,Inhabitant,BELAGAVI,KUSNAL,Molwad
597282,Belgaum District,KAGAVAD,Kagawada,Kusnala,,BELAGAVI,KAGWAD,Kusnal,Inhabitant,BELAGAVI,KUSNAL,Kusnal
597283,Belgaum District,KAGAVAD,Kagawada,Ugara Budaruka,,BELAGAVI,KAGWAD,Ugar Budruk,Inhabitant,BELAGAVI,UGAR B K,Ugar Budruk
597284,Belgaum District,KAGAVAD,Kagawada,Ugara Kurdha(Purasabhe),,BELAGAVI,KAGWAD,Ugar Khurd,Inhabitant,,,
597285,Belgaum District,KAGAVAD,Kagawada,Faridhkhanawadi(NRV),,BELAGAVI,KAGWAD,Farida Khanawadi,Inhabitant,,,
597286,Belgaum District,KAGAVAD,Kagawada,Shedabala(Pattana Panchayati),,BELAGAVI,KAGWAD,Shedbal,Inhabitant,,,
597287,Belgaum District,KAGAVAD,Kagawada,Lokura,,BELAGAVI,KAGWAD,Lokur,Inhabitant,BELAGAVI,MANGASULI,Lokur
597288,Belgaum District,KAGAVAD,Kagawada,Mangasooli,,BELAGAVI,KAGWAD,Mangasuli,Inhabitant,BELAGAVI,MANGASULI,Mangasuli
597289,Belgaum District,KAGAVAD,Kagawada,Kempawada,,BELAGAVI,KAGWAD,Kempwad,Inhabitant,BELAGAVI,KEMPAWAD,Kempwad
597290,Belgaum District,KAGAVAD,Kagawada,Navalihala,,BELAGAVI,KAGWAD,Navalihal,Inhabitant,BELAGAVI,KEMPAWAD,Navalihal
597291,Belgaum District,KAGAVAD,Kagawada,Kavalagudda+Kidagedi( In census Koulgudd),,BELAGAVI,KAGWAD,Koulgudd,Inhabitant,BELAGAVI,SIDDEWADI,Koulgudd
597292,Belgaum District,KAGAVAD,Kagawada,Mole,,BELAGAVI,KAGWAD,Mole,Inhabitant,BELAGAVI,MOLE,Mole
597293,Belgaum District,KAGAVAD,Kagawada,Kathrala,,BELAGAVI,KAGWAD,Katral,Inhabitant,BELAGAVI,TANGADI,Katral
597294,Belgaum District,KAGAVAD,Kagawada,Ainapura(Pattana Panchayati),,BELAGAVI,KAGWAD,Ainapur,Inhabitant,,,
597295,Belgaum District,KAGAVAD,Kagawada,Krishna Kitthura,,BELAGAVI,KAGWAD,Krishna Kittur,Inhabitant,BELAGAVI,KRISHNA KITTUR,Krishna Kittur
597296,Belgaum District,KAGAVAD,Kagawada,Banajawada,,BELAGAVI,KAGWAD,Banajawad,Inhabitant,BELAGAVI,KRISHNA KITTUR,Banajawad
597297,Belgaum District,Athani,Athani Kasaba,Muragundi,,BELAGAVI,Athni,Muragundi,Inhabitant,BELAGAVI,MURAGUNDI,Muragundi
597298,Belgaum District,Athani,Athani Kasaba,Masaraguppe,,BELAGAVI,Athni,Masarguppi,Inhabitant,BELAGAVI,MURAGUNDI,Masarguppi
597299,Belgaum District,Athani,Athani Kasaba,Devaraddarahatti,,BELAGAVI,Athni,Devaradderahatti,Inhabitant,BELAGAVI,ATHANI (GRAMEEN),Devaradderahatti
597300,Belgaum District,Athani,Athani Kasaba,Athani,ULB,BELAGAVI,Athni,Athani (Rural) (Part),Inhabitant,BELAGAVI,ATHANI (GRAMEEN),Athani (Rural) (Part)
597301,Belgaum District,Athani,Athani Kasaba,Thangadi,,BELAGAVI,Athni,Tangadi,Inhabitant,BELAGAVI,TANGADI,Tangadi
597302,Belgaum District,Athani,Athani Kasaba,Sinnala,,BELAGAVI,Athni,Shinal,Inhabitant,BELAGAVI,TANGADI,Shinal
597303,Belgaum District,Athani,Athani Kasaba,Sankonatti,,BELAGAVI,Athni,Sankonahatti,Inhabitant,BELAGAVI,ATHANI (GRAMEEN),Sankonahatti
597304,Belgaum District,Athani,Athani Kasaba,Hulagabala,,BELAGAVI,Athni,Hulagabali,Inhabitant,BELAGAVI,HULAGABALI,Hulagabali
597305,Belgaum District,Athani,Athani Kasaba,Nandhi Ingalagava,,BELAGAVI,Athni,Nadi-Ingalgaon,Inhabitant,BELAGAVI,NADI INGALAGAON,Nadi-Ingalgaon
597306,Belgaum District,Athani,Athani Kasaba,Thirtha,,BELAGAVI,Athni,Teerth,Inhabitant,BELAGAVI,SAPTASAGAR,Teerth
597307,Belgaum District,Athani,Athani Kasaba,Sapthasagara,,BELAGAVI,Athni,Saptasagar,Inhabitant,BELAGAVI,SAPTASAGAR,Saptasagar
597308,Belgaum District,Athani,Athani Kasaba,Chikkoda,,BELAGAVI,Athni,Chikkud,Inhabitant,BELAGAVI,SAPTASAGAR,Chikkud
597309,Belgaum District,Athani,Athani Kasaba,Darura,,BELAGAVI,Athni,Darur,Inhabitant,BELAGAVI,DARUR,Darur
597310,Belgaum District,Athani,Athani Kasaba,Hallihala,,BELAGAVI,Athni,Halyal,Inhabitant,BELAGAVI,HALYAL,Halyal
597311,Belgaum District,Athani,Athani Kasaba,Avarakhoda,,BELAGAVI,Athni,Avarkhod,Inhabitant,BELAGAVI,NAGANUR P K,Avarkhod
597312,Belgaum District,Athani,Athani Kasaba,Naganura P.K,,BELAGAVI,Athni,Naganur P.K.,Inhabitant,BELAGAVI,NAGANUR P K,Naganur P.K.
597313,Belgaum District,Athani,Athani Kasaba,Khavatakoppa,,BELAGAVI,Athni,Khavatkoppa,Inhabitant,BELAGAVI,SHANKARATTI,Khavatkoppa
597314,Belgaum District,Athani,Athani Kasaba,Shankratti,,BELAGAVI,Athni,Sankaratti,Inhabitant,BELAGAVI,SHANKARATTI,Sankaratti
597315,Belgaum District,Athani,Athani Kasaba,Sheigunasi,,BELAGAVI,Athni,Shegunshi,Inhabitant,BELAGAVI,SHEGUNASHI,Shegunshi
597316,Belgaum District,Athani,Athani Kasaba,Dhodawada,,BELAGAVI,Athni,Dodwad,Inhabitant,BELAGAVI,NAGANUR P K,Dodwad
597317,Belgaum District,Athani,Athani Kasaba,Satthi,,BELAGAVI,Athni,Satti,Inhabitant,BELAGAVI,SATTI,Satti
597318,Belgaum District,Athani,Athani Kasaba,Raddaratti,,BELAGAVI,Athni,Radderahatti,Inhabitant,BELAGAVI,RADDERAHATTI,Radderahatti
597319,Belgaum District,Athani,Athani Kasaba,Nandeshwara,,BELAGAVI,Athni,Nandeshwar,Inhabitant,BELAGAVI,NANDESHWAR,Nandeshwar
597320,Belgaum District,Athani,Athani Kasaba,Mahishavadagi,,BELAGAVI,Athni,Mahishwadgi,Inhabitant,BELAGAVI,MAHESHWADI,Mahishwadgi
597321,Belgaum District,Athani,Athani Kasaba,Janawada,,BELAGAVI,Athni,Janawad,Inhabitant,BELAGAVI,MAHESHWADI,Janawad
597322,Belgaum District,Athani,Athani Kasaba,Savadhi,,BELAGAVI,Athni,Savadi,Inhabitant,BELAGAVI,SAVADI,Savadi
597323,Belgaum District,Athani,Thelasanga,Ramathirtha,,BELAGAVI,Athni,Ramateerth,Inhabitant,BELAGAVI,KANNALA,Ramateerth
597324,Belgaum District,Athani,Thelasanga,Kakamari,,BELAGAVI,Athni,Kakamari,Inhabitant,BELAGAVI,KAKAMARI,Kakamari
597325,Belgaum District,Athani,Thelasanga,Kottalagi,,BELAGAVI,Athni,Kottalgi,Inhabitant,BELAGAVI,KOTTALAGI,Kottalgi
597326,Belgaum District,Athani,Thelasanga,Bannura,,BELAGAVI,Athni,Bannur,Inhabitant,BELAGAVI,KANNALA,Bannur
597327,Belgaum District,Athani,Thelasanga,Thelasanga,,BELAGAVI,Athni,Telsang,Inhabitant,BELAGAVI,TELSANG,Telsang
597328,Belgaum District,Athani,Thelasanga,Kannala,,BELAGAVI,Athni,Kannal,Inhabitant,BELAGAVI,KANNALA,Kannal
597329,Belgaum District,Athani,Thelasanga,Padatharawadi,,BELAGAVI,Athni,Fadatarawadi,Inhabitant,BELAGAVI,AIGALI,Fadatarawadi
597330,Belgaum District,Athani,Thelasanga,Aigali,,BELAGAVI,Athni,Aigali,Inhabitant,BELAGAVI,AIGALI,Aigali
597331,Belgaum District,Athani,Thelasanga,Kohalli,,BELAGAVI,Athni,Kohalli,Inhabitant,BELAGAVI,KOHALLI,Kohalli
597332,Belgaum District,Athani,Thelasanga,Keskaradaddi,,BELAGAVI,Athni,Keskaradaddi,Inhabitant,BELAGAVI,KOHALLI,Keskaradaddi
597333,Belgaum District,Athani,Thelasanga,Adahalatti,,BELAGAVI,Athni,Adalatti,Inhabitant,BELAGAVI,ADAHALLI,Adalatti
597334,Belgaum District,Athani,Thelasanga,Adahalli,,BELAGAVI,Athni,Adahalli,Inhabitant,BELAGAVI,ADAHALLI,Adahalli
597335,Belgaum District,Athani,Thelasanga,Yalihadagali,,BELAGAVI,Athni,Yelihadalagi,Inhabitant,BELAGAVI,YELI HADAGALI,Yelihadalagi
597336,Belgaum District,Athani,Thelasanga,Yakkanji,,BELAGAVI,Athni,Yakkanchi,Inhabitant,BELAGAVI,YELI HADAGALI,Yakkanchi
597337,Belgaum District,Athani,Thelasanga,Badachi,,BELAGAVI,Athni,Badachi,Inhabitant,BELAGAVI,BADACHI,Badachi
597338,Belgaum District,Athani,Thelasanga,Desaratti,,BELAGAVI,Athni,Desairatti,Inhabitant,BELAGAVI,BADACHI,Desairatti
597339,Belgaum District,Athani,Thelasanga,Khothanatti,,BELAGAVI,Athni,Khotanatti,Inhabitant,BELAGAVI,BADACHI,Khotanatti
597340,Belgaum District,Athani,Thelasanga,Aratala,,BELAGAVI,Athni,Aratal,Inhabitant,BELAGAVI,ARATAL,Aratal
597341,Belgaum District,Athani,Thelasanga,Halahalli,,BELAGAVI,Athni,Halalli,Inhabitant,BELAGAVI,ARATAL,Halalli
597342,Belgaum District,Athani,Thelasanga,Badagi,,BELAGAVI,Athni,Badagi,Inhabitant,BELAGAVI,ARATAL,Badagi
597343,Belgaum District,Athani,Thelasanga,Yellammawadi,,BELAGAVI,Athni,Yallammawadi,Inhabitant,BELAGAVI,KOKATANUR,Yallammawadi
597344,Belgaum District,Athani,Thelasanga,Dabhadabhahatti,,BELAGAVI,Athni,Dhabadhabahatti,Inhabitant,BELAGAVI,KATAGERI,Dhabadhabahatti
597345,Belgaum District,Athani,Thelasanga,Kokatanura,,BELAGAVI,Athni,Kokatnoor,Inhabitant,BELAGAVI,KOKATANUR,Kokatnoor
597346,Belgaum District,Athani,Thelasanga,Burlatti,,BELAGAVI,Athni,Buralatti,Inhabitant,BELAGAVI,KATAGERI,Buralatti
597347,Belgaum District,Athani,Thelasanga,Katageri,,BELAGAVI,Athni,Katageri,Inhabitant,BELAGAVI,KATAGERI,Katageri
597348,Belgaum District,Athani,Thelasanga,Kodaganura,,BELAGAVI,Athni,Kodaganoor,Inhabitant,BELAGAVI,KATAGERI,Kodaganoor
597349,Belgaum District,Athani,Thelasanga,Nandhagaov,,BELAGAVI,Athni,Nandagaon,Inhabitant,BELAGAVI,NANDAGAON,Nandagaon
597350,Belgaum District,Athani,Thelasanga,Ghatanatti,,BELAGAVI,Athni,Ghatanatti,Inhabitant,BELAGAVI,NANDAGAON,Ghatanatti
597351,Belgaum District,Athani,Thelasanga,Balawada,,BELAGAVI,Athni,Balawad,Inhabitant,BELAGAVI,SHIRAHATTI,Balawad
597352,Belgaum District,Athani,Thelasanga,Shirahatti,,BELAGAVI,Athni,Shirahatti,Inhabitant,BELAGAVI,SHIRAHATTI,Shirahatti
597353,Belgaum District,Athani,Thelasanga,Zanjarawada,,BELAGAVI,Athni,Junjarwad,Inhabitant,BELAGAVI,JUNJARWADI,Junjarwad
597354,Belgaum District,Athani,Thelasanga,Suttatti,,BELAGAVI,Athni,Suttatti,Inhabitant,BELAGAVI,SUTTATTI,Suttatti
597355,Belgaum District,Raibagh,Raibagh Kasaba,Saundatthi,,BELAGAVI,Raybag,Soundatti,Inhabitant,BELAGAVI,SAVADATTI,Soundatti
597356,Belgaum District,Raibagh,Raibagh Kasaba,Dhuggewadi,,BELAGAVI,Raybag,Diggewadi (Old),Inhabitant,BELAGAVI,DIGGEWADI,Diggewadi (Old)
597357,Belgaum District,Raibagh,Raibagh Kasaba,Jalalapura,,BELAGAVI,Raybag,Jalalpur,Inhabitant,BELAGAVI,Jalalpur,Jalalpur
597358,Belgaum District,Raibagh,Raibagh Kasaba,Bharadi,,BELAGAVI,Raybag,Bhiradi,Inhabitant,BELAGAVI,BHIRDI,Bhiradi
597359,Belgaum District,Raibagh,Raibagh Kasaba,Chinchali,,BELAGAVI,Raybag,Chinchali,Inhabitant,,,
597360,Belgaum District,Raibagh,Raibagh Kasaba,Raibagha,ULB,BELAGAVI,Raybag,Raibag (Rural),Inhabitant,BELAGAVI,RAIBAG(R),Raibag (Rural)
597361,Belgaum District,Raibagh,Raibagh Kasaba,Kanchakarawadi(NRV),,BELAGAVI,Raybag,Kanchakarawadi,Inhabitant,BELAGAVI,RAIBAG(R),Kanchakarawadi
597362,Belgaum District,Raibagh,Raibagh Kasaba,Yadramva,,BELAGAVI,Raybag,Yadrav,Inhabitant,BELAGAVI,YADRAV,Yadrav
597363,Belgaum District,Raibagh,Raibagh Kasaba,Nasalapura,,BELAGAVI,Raybag,Nasalapur,Inhabitant,BELAGAVI,NASALAPUR,Nasalapur
597364,Belgaum District,Raibagh,Raibagh Kasaba,Nandhikurali,,BELAGAVI,Raybag,Nandikurali,Inhabitant,BELAGAVI,NANDIKURLI,Nandikurali
597365,Belgaum District,Raibagh,Raibagh Kasaba,Kempatti(NRV),,BELAGAVI,Raybag,Kempatti,Inhabitant,BELAGAVI,KEMPATTI,Kempatti
597366,Belgaum District,Raibagh,Raibagh Kasaba,Mekhali,,BELAGAVI,Raybag,Mekhali,Inhabitant,BELAGAVI,MEKHALI,Mekhali
597367,Belgaum District,Raibagh,Raibagh Kasaba,Maradi,,BELAGAVI,Raybag,Maradi,Inhabitant,BELAGAVI,MEKHALI,Maradi
597368,Belgaum District,Raibagh,Raibagh Kasaba,Devanakatte,,BELAGAVI,Raybag,Devanakatti,Inhabitant,BELAGAVI,HUBBARWADI,Devanakatti
597369,Belgaum District,Raibagh,Raibagh Kasaba,Boodhihala,,BELAGAVI,Raybag,Budihal,Inhabitant,BELAGAVI,HUBBARWADI,Budihal
597370,Belgaum District,Raibagh,Raibagh Kasaba,Bavachi,,BELAGAVI,Raybag,Bavachi,Inhabitant,BELAGAVI,MEKHALI,Bavachi
597371,Belgaum District,Raibagh,Raibagh Kasaba,Hubbaratti,,BELAGAVI,Raybag,Hubbarwadi,Inhabitant,BELAGAVI,HUBBARWADI,Hubbarwadi
597372,Belgaum District,Raibagh,Raibagh Kasaba,Nagarala,,BELAGAVI,Raybag,Nagaral,Inhabitant,BELAGAVI,NIDGUNDI,Nagaral
597373,Belgaum District,Raibagh,Raibagh Kasaba,Bommanala,,BELAGAVI,Raybag,Bommanal,Inhabitant,BELAGAVI,BYAKUD,Bommanal
597374,Belgaum District,Raibagh,Raibagh Kasaba,Biranala,,BELAGAVI,Raybag,Biranal,Inhabitant,BELAGAVI,BYAKUD,Biranal
597375,Belgaum District,Raibagh,Raibagh Kasaba,Byakuda(Adgal),,BELAGAVI,Raybag,Byakud,Inhabitant,BELAGAVI,BYAKUD,Byakud
597376,Belgaum District,Raibagh,Raibagh Kasaba,Mavinahonda,,BELAGAVI,Raybag,Mavinhonda,Inhabitant,BELAGAVI,BENDWAD,Mavinhonda
597377,Belgaum District,Raibagh,Raibagh Kasaba,Girinayakanahatti ( in Bhoomi Girinayakaadi),,BELAGAVI,Raybag,Girinaikwadi,Inhabitant,BELAGAVI,BENDWAD,Girinaikwadi
597378,Belgaum District,Raibagh,Raibagh Kasaba,Jodahatti,,BELAGAVI,Raybag,Jodahatti,Inhabitant,BELAGAVI,BENDWAD,Jodahatti
597379,Belgaum District,Raibagh,Raibagh Kasaba,Bendawada,,BELAGAVI,Raybag,Bhendwad,Inhabitant,BELAGAVI,BENDWAD,Bhendwad
597380,Belgaum District,Raibagh,Raibagh Kasaba,Mantura,,BELAGAVI,Raybag,Mantur,Inhabitant,BELAGAVI,MANTUR,Mantur
597381,Belgaum District,Raibagh,Raibagh Kasaba,Nipnala,,BELAGAVI,Raybag,Nipanal,Inhabitant,BELAGAVI,NIPNAL,Nipanal
597382,Belgaum District,Raibagh,Raibagh Kasaba,Kankanawadi,,BELAGAVI,Raybag,Kankanawadi,Inhabitant,,,
597383,Belgaum District,Raibagh,Kudachi,Kudachi,ULB,BELAGAVI,Raybag,Kudachi (Rural),Inhabitant,BELAGAVI,KUDACHI(R),Kudachi (Rural)
597384,Belgaum District,Raibagh,Kudachi,Gundawada,,BELAGAVI,Raybag,Gundwad,Inhabitant,BELAGAVI,SIRGUR,Gundwad
597385,Belgaum District,Raibagh,Kudachi,Shiragura,,BELAGAVI,Raybag,Shiragur,Inhabitant,BELAGAVI,SIRGUR,Shiragur 
597386,Belgaum District,Raibagh,Kudachi,Paramanandhawadi(NRV),,BELAGAVI,Raybag,Paramanandwadi,Inhabitant,BELAGAVI,PARMANANDWADI,Paramanandwadi 
597387,Belgaum District,Raibagh,Kudachi,Khemalapura,,BELAGAVI,Raybag,Khemalapur,Inhabitant,BELAGAVI,KHEMLAPUR,Khemalapur
597388,Belgaum District,Raibagh,Kudachi,Yalparatti(NRV),,BELAGAVI,Raybag,Yelpratti,Inhabitant,BELAGAVI,YALPARATTI,Yelpratti
597389,Belgaum District,Raibagh,Kudachi,Siddapura,,BELAGAVI,Raybag,Siddapur,Inhabitant,BELAGAVI,SIDDAPURA,Siddapur
597390,Belgaum District,Raibagh,Kudachi,Koligudda,,BELAGAVI,Raybag,Koligudda,Inhabitant,BELAGAVI,KOLIGUDDA,Koligudda
597391,Belgaum District,Raibagh,Kudachi,Yabaratti,,BELAGAVI,Raybag,Yabaratti,Inhabitant,BELAGAVI,YABARATTI,Yabaratti
597392,Belgaum District,Raibagh,Kudachi,Harugeri,,BELAGAVI,Raybag,Harugeri,Inhabitant,,,
597393,Belgaum District,Raibagh,Kudachi,Badabyakuda,,BELAGAVI,Raybag,Badabyakud,Inhabitant,,,
597394,Belgaum District,Raibagh,Kudachi,Alakanura,,BELAGAVI,Raybag,Alakhanur,Inhabitant,BELAGAVI,ALAKNOOR,Alakhanur
597395,Belgaum District,Raibagh,Kudachi,Nilaji,,BELAGAVI,Raybag,Nilaji,Inhabitant,BELAGAVI,NILIJI,Nilaji
597396,Belgaum District,Raibagh,Kudachi,Suttahatti(NRV),,BELAGAVI,Raybag,Suttatti,Inhabitant,BELAGAVI,SUTATTI,Suttatti
597397,Belgaum District,Raibagh,Kudachi,Moraba,,BELAGAVI,Raybag,Morab,Inhabitant,BELAGAVI,MORAB,Morab
597398,Belgaum District,Raibagh,Kudachi,Bekkeri,,BELAGAVI,Raybag,Bekkeri,Inhabitant,BELAGAVI,BEKKERI,Bekkeri
597399,Belgaum District,Raibagh,Kudachi,Nidagundhi,,BELAGAVI,Raybag,Nidagundi,Inhabitant,BELAGAVI,NIDGUNDI,Nidagundi
597400,Belgaum District,Raibagh,Kudachi,Alagawadi,,BELAGAVI,Raybag,Alagawadi,Inhabitant,BELAGAVI,ALAGWADI,Alagawadi
597401,Belgaum District,Raibagh,Kudachi,Basthawada,,BELAGAVI,Raybag,Bastwad,Inhabitant,BELAGAVI,ALAGWADI,Bastwad
597402,Belgaum District,Raibagh,Kudachi,Hidakal,,BELAGAVI,Raybag,Hidakal,Inhabitant,BELAGAVI,HIDKAL,Hidakal
597403,Belgaum District,Raibagh,Kudachi,Mugalakhoda,,BELAGAVI,Raybag,Mugalkhod,Inhabitant,,,
597404,Belgaum District,Raibagh,Kudachi,Khanadhala,,BELAGAVI,Raybag,Khanadal,Inhabitant,BELAGAVI,KHANADAL,Khanadal
597405,Belgaum District,Raibagh,Kudachi,Samvasuddhi,,BELAGAVI,Raybag,Savasuddi,Inhabitant,BELAGAVI,SAVSUDDI,Savasuddi
597406,Belgaum District,Raibagh,Kudachi,Khadakabamvi,,BELAGAVI,Raybag,Katakbhavi,Inhabitant,BELAGAVI,KATAKBHAVI,Katakbhavi
597407,Belgaum District,Raibagh,Kudachi,DEVAPURAHATTI,,BELAGAVI,Raybag,Devapurhatti,Inhabitant,BELAGAVI,KATAKBHAVI,Devapurhatti
597408,Belgaum District,Raibagh,Kudachi,Itanala,,BELAGAVI,Raybag,Itanal,Inhabitant,BELAGAVI,ITNAL,Itanal
597409,Belgaum District,Raibagh,Kudachi,Marakudi,,BELAGAVI,Raybag,Marakudi,Inhabitant,BELAGAVI,KAPPALGUDI,Marakudi
597410,Belgaum District,Raibagh,Kudachi,Palabhamvi,,BELAGAVI,Raybag,Palbhavi,Inhabitant,BELAGAVI,PALBHAVI,Palbhavi
597411,Belgaum District,Raibagh,Kudachi,Sulthanpura,,BELAGAVI,Raybag,Sultanpur,Inhabitant,BELAGAVI,KAPPALGUDI,Sultanpur
597412,Belgaum District,Raibagh,Kudachi,Handhigundha,,BELAGAVI,Raybag,Handigund,Inhabitant,BELAGAVI,HANDIGUND,Handigund
597413,Belgaum District,Raibagh,Kudachi,Kappalaguddhi,,BELAGAVI,Raybag,Kappalguddi,Inhabitant,BELAGAVI,KAPPALGUDI,Kappalguddi
597414,Belgaum District,Gokak,GOKAKA,DANDAPURA  ( In Bhoomi Arabhanvi Hobli),,BELAGAVI,Gokak,Dandapur,Inhabitant,BELAGAVI,DANDAPURA,Dandapur
597415,Belgaum District,Mudalagi,ARABHANVI,TUKKANATTI,,BELAGAVI,MUDALGI,Tukkanatti,Inhabitant,BELAGAVI,TUKKANATTI,Tukkanatti
597416,Belgaum District,Mudalagi,ARABHANVI,NAGANURA,,BELAGAVI,MUDALGI,Naganur,Inhabitant,,,
597417,Belgaum District,Mudalagi,ARABHANVI,MUDALAGI,ULB,BELAGAVI,MUDALGI,Mudalgi (Rural),Un-Inhabitant,BELAGAVI,KHANATTI,Mudalgi (Rural)
597418,Belgaum District,Mudalagi,ARABHANVI,Gurlapura,,BELAGAVI,MUDALGI,Gurlapur,Un-Inhabitant,BELAGAVI,KHANATTI,Gurlapur
597419,Belgaum District,Mudalagi,ARABHANVI,HALLURA,,BELAGAVI,MUDALGI,Hallur,Inhabitant,BELAGAVI,HALLUR,Hallur
597420,Belgaum District,Mudalagi,ARABHANVI,SHIVAPURA,,BELAGAVI,MUDALGI,Shivapur,Inhabitant,BELAGAVI,SHIVAPUR (H),Shivapur
597421,Belgaum District,Mudalagi,ARABHANVI,KHANATTI,,BELAGAVI,MUDALGI,Khanatti,Inhabitant,BELAGAVI,KHANATTI,Khanatti
597422,Belgaum District,Mudalagi,ARABHANVI,MUNYALA,,BELAGAVI,MUDALGI,Munyal,Inhabitant,BELAGAVI,MUNYAL,Munyal
597423,Belgaum District,Mudalagi,ARABHANVI,KAMALADINNI,,BELAGAVI,MUDALGI,Kamaladinni,Inhabitant,BELAGAVI,MUNYAL,Kamaladinni
597424,Belgaum District,Mudalagi,ARABHANVI,RANGAPURA,,BELAGAVI,MUDALGI,Rangapur,Inhabitant,BELAGAVI,MUNYAL,Rangapur
597425,Belgaum District,Mudalagi,ARABHANVI,DHARMATTI,,BELAGAVI,MUDALGI,Dharmatti,Inhabitant,BELAGAVI,DHARMATTI,Dharmatti
597426,Belgaum District,Mudalagi,ARABHANVI,PATAGUNDI,,BELAGAVI,MUDALGI,Patagundi,Inhabitant,BELAGAVI,PATAGUNDI,Patagundi
597427,Belgaum District,Mudalagi,ARABHANVI,GUJANATTI,,BELAGAVI,MUDALGI,Gujanatti,Inhabitant,BELAGAVI,GUJANATTI,Gujanatti
597428,Belgaum District,Mudalagi,ARABHANVI,Jokanatti,,BELAGAVI,MUDALGI,Jokanatti,Inhabitant,BELAGAVI,GUJANATTI,Jokanatti
597429,Belgaum District,Mudalagi,ARABHANVI,KALLOLLI,,BELAGAVI,MUDALGI,Kallolli,Inhabitant,,,
597430,Belgaum District,Mudalagi,ARABHANVI,RAJAPURA,,BELAGAVI,MUDALGI,Rajapur,Inhabitant,BELAGAVI,RAJAPUR,Rajapur
597431,Belgaum District,Gokak,GOKAKA,DURADUNDI( In Bhoomi Arabhanvi Hobli),,BELAGAVI,Gokak,Duradundi,Inhabitant,BELAGAVI,DURADUNDI,Duradundi
597432,Belgaum District,Gokak,GOKAKA,GANESHANAVADI ( In Bhoomi Arabhanvi Hobli),,BELAGAVI,Gokak,Ganeshwadi,Inhabitant,BELAGAVI,DANDAPURA,Ganeshwadi
597433,Belgaum District,Gokak,GOKAKA,BADIGAVADA ( In Bhoomi Arabhanvi Hobli),,BELAGAVI,Gokak,Badigwad,Inhabitant,BELAGAVI,BADIGAVAD,Badigwad
597434,Belgaum District,Gokak,GOKAKA,PAMALADINNI ( In Bhoomi Arabhanvi Hobli),,BELAGAVI,Gokak,Pamaladinni,Inhabitant,BELAGAVI,PHAMALADINNI,Pamaladinni
597435,Belgaum District,Gokak,GOKAKA,MALLAPURA PIJI ( In Bhoomi Arabhanvi Hobli),,BELAGAVI,Gokak,Mallapur (P.G.),Inhabitant,,,
597436,Belgaum District,Gokak,GOKAKA,KHANAPURA ,,BELAGAVI,Gokak,Khanapur,Inhabitant,BELAGAVI,NANDAGAON,Khanapur
597437,Belgaum District,Gokak,GOKAKA,MUTNALA ( In Bhoomi Arabhanvi Hobli),,BELAGAVI,Gokak,Mutnal,Inhabitant,BELAGAVI,NANDAGAON,Mutnal
597438,Belgaum District,Gokak,GOKAKA,NANDAGANVA ( In Bhoomi Arabhanvi Hobli),,BELAGAVI,Gokak,Nandagaon,Inhabitant,BELAGAVI,NANDAGAON,Nandagaon
597439,Belgaum District,Gokak,GOKAKA,KONNURA ( In Bhoomi Arabhanvi Hobli),ULB,BELAGAVI,Gokak,Konnur (Rural),Inhabitant,BELAGAVI,KONNUR (RURAL),Konnur (Rural)
597440,Belgaum District,Gokak,GOKAKA,Shivapura,,BELAGAVI,Gokak,Shivapur,Inhabitant,BELAGAVI,KONNUR (RURAL),Shivapur
597441,Belgaum District,Gokak,GOKAKA,Melmatti,,BELAGAVI,Gokak,Molmanatti,Inhabitant,BELAGAVI,KONNUR (RURAL),Molmanatti
597442,Belgaum District,Gokak,GOKAKA,DHUPADALA ( In Bhoomi Arabhanvi Hobli),,BELAGAVI,Gokak,Dhupadal,Inhabitant,BELAGAVI,DHUPADAL,Dhupadal
597443,Belgaum District,Gokak,GOKAKA,SHINDHIKURABETA,,BELAGAVI,Gokak,Shindikurbet,Inhabitant,BELAGAVI,SIDHIKURABET,Shindikurbet
597444,Belgaum District,Mudalagi,ARABHANVI,ARABHANVI,,BELAGAVI,MUDALGI,Arabhavi,Inhabitant,,,
597445,Belgaum District,Gokak,GOKAKA,LOLASURA,,BELAGAVI,Gokak,Lolasur,Inhabitant,BELAGAVI,LOLASUR,Lolasur
597446,Belgaum District,Gokak,GOKAKA,BASALIGUNDI ( In Bhoomi Arabhanvi Hobli),,BELAGAVI,Gokak,Basaligundi,Inhabitant,BELAGAVI,NALLANATTI,Basaligundi
