LGD_Code,District_SSLR,Taluk_SSLR (Subdistrict),Hobli_SSLR,Village_SSLR,ULB_SSLR,District_GOI_Dir,Subdistrict_GOI_Dir,Village_GOI_Dir,VillageStatus_GOI_Dir,District_NIC,GramPanchayat_NIC,Village_NIC
607647,,,,,,SHIVAMOGGA,Sorab,Ammagondanakoppa,Inhabitant,SHIVAMOGGA,HEGGODU,Ammagondanakoppa
607648,,,,,,SHIVAMOGGA,Sorab,Kumbathi,Inhabitant,SHIVAMOGGA,HEGGODU,Kumbathi
607649,,,,,,SHIVAMOGGA,Sorab,Kulavalli,Inhabitant,SHIVAMOGGA,HEGGODU,Kulavalli
607650,,,,,,SHIVAMOGGA,Sorab,Talebylu,Inhabitant,SHIVAMOGGA,SHIGGA,Talebylu
607651,,,,,,SHIVAMOGGA,Sorab,Kattinakere,Inhabitant,SHIVAMOGGA,SHIGGA,Kattinakere
607652,,,,,,SHIVAMOGGA,Sorab,Brahmanavadaholekatte,Inhabitant,SHIVAMOGGA,SHIGGA,Brahmanavadaholekatte
607653,,,,,,SHIVAMOGGA,Sorab,Kannuru,Inhabitant,SHIVAMOGGA,ULAVI,Kannuru
607654,,,,,,SHIVAMOGGA,Sorab,Kanahalli,Inhabitant,SHIVAMOGGA,ULAVI,Kanahalli
607655,,,,,,SHIVAMOGGA,Sorab,Kaisodi,Inhabitant,SHIVAMOGGA,ULAVI,Kaisodi
607656,,,,,,SHIVAMOGGA,Sorab,Maisavi,Inhabitant,SHIVAMOGGA,ULAVI,Maisavi
607657,,,,,,SHIVAMOGGA,Sorab,Hunavalli,Inhabitant,SHIVAMOGGA,INDUVALLI,Hunavalli
607658,,,,,,SHIVAMOGGA,Sorab,Nadavadaholekatte,Inhabitant,SHIVAMOGGA,SHIGGA,Nadavadaholekatte
607659,,,,,,SHIVAMOGGA,Sorab,Shigga,Inhabitant,SHIVAMOGGA,SHIGGA,Shigga
607660,,,,,,SHIVAMOGGA,Sorab,Kothari,Inhabitant,SHIVAMOGGA,SHIGGA,Kothari
607661,,,,,,SHIVAMOGGA,Sorab,Kundagasavi,Inhabitant,SHIVAMOGGA,SHIGGA,Kundagasavi
607662,,,,,,SHIVAMOGGA,Sorab,Chikkasavi,Inhabitant,SHIVAMOGGA,INDUVALLI,Chikkasavi
607663,,,,,,SHIVAMOGGA,Sorab,Hirekasavi,Inhabitant,SHIVAMOGGA,INDUVALLI,Hirekasavi
607664,,,,,,SHIVAMOGGA,Sorab,Kavadi,Inhabitant,SHIVAMOGGA,CHITTURU,Kavadi
607665,,,,,,SHIVAMOGGA,Sorab,Brahamanavadainduvalli,Inhabitant,SHIVAMOGGA,INDUVALLI,Brahamanavadainduvalli
607666,,,,,,SHIVAMOGGA,Sorab,Induvalli,Inhabitant,SHIVAMOGGA,INDUVALLI,Induvalli
607667,,,,,,SHIVAMOGGA,Sorab,Hesarikoppa,Inhabitant,SHIVAMOGGA,INDUVALLI,Hesarikoppa
607668,,,,,,SHIVAMOGGA,Sorab,Hesari,Inhabitant,SHIVAMOGGA,INDUVALLI,Hesari
607669,,,,,,SHIVAMOGGA,Sorab,Karekoppa,Inhabitant,SHIVAMOGGA,CHITTURU,Karekoppa
607670,,,,,,SHIVAMOGGA,Sorab,Chittur,Inhabitant,SHIVAMOGGA,CHITTURU,Chittur
607671,,,,,,SHIVAMOGGA,Sorab,Malalikoppa,Inhabitant,SHIVAMOGGA,CHITTURU,Malalikoppa
607672,,,,,,SHIVAMOGGA,Sorab,Indihalli,Inhabitant,SHIVAMOGGA,CHITTURU,Indihalli
607673,,,,,,SHIVAMOGGA,Sorab,Shadalakoppa,Inhabitant,SHIVAMOGGA,CHITTURU,Shadalakoppa
607674,,,,,,SHIVAMOGGA,Shikarpur,Yelagere,Inhabitant,SHIVAMOGGA,CHIKKAMAGADI,Yelagere
607675,,,,,,SHIVAMOGGA,Shikarpur,Chikkamagadi,Inhabitant,SHIVAMOGGA,CHIKKAMAGADI,Chikkamagadi
607676,,,,,,SHIVAMOGGA,Shikarpur,Sarkari Agrahara Muchadi,Inhabitant,SHIVAMOGGA,INAM AGRAHARAMUCHADI,Sarkari Agrahara Muchadi
607677,,,,,,SHIVAMOGGA,Shikarpur,Inam Agrahara Muchadi,Inhabitant,SHIVAMOGGA,INAM AGRAHARAMUCHADI,Inam Agrahara Muchadi
607678,,,,,,SHIVAMOGGA,Shikarpur,Mallenahalli,Inhabitant,SHIVAMOGGA,MALAVALLI,Mallenahalli
607679,,,,,,SHIVAMOGGA,Shikarpur,Malavalli,Inhabitant,SHIVAMOGGA,MALAVALLI,Malavalli
607680,,,,,,SHIVAMOGGA,Shikarpur,Sarkari Muthalli,Inhabitant,SHIVAMOGGA,INAM AGRAHARAMUCHADI,Sarkari Muthalli
607681,,,,,,SHIVAMOGGA,Shikarpur,Inam Muthalli,Inhabitant,SHIVAMOGGA,INAM AGRAHARAMUCHADI,Inam Muthalli
607682,,,,,,SHIVAMOGGA,Shikarpur,Sheerihalli,Inhabitant,SHIVAMOGGA,INAM AGRAHARAMUCHADI,Sheerihalli
607683,,,,,,SHIVAMOGGA,Shikarpur,Narasapura,Inhabitant,SHIVAMOGGA,NARASAPURA,Narasapura
607684,,,,,,SHIVAMOGGA,Shikarpur,Bandalike,Inhabitant,SHIVAMOGGA,NARASAPURA,Bandalike
607685,,,,,,SHIVAMOGGA,Shikarpur,Shankrikoppa,Inhabitant,SHIVAMOGGA,NARASAPURA,Shankrikoppa
607686,,,,,,SHIVAMOGGA,Shikarpur,Channapura,Inhabitant,SHIVAMOGGA,NARASAPURA,Channapura
607687,,,,,,SHIVAMOGGA,Shikarpur,Kolagi,Inhabitant,SHIVAMOGGA,CHIKKAMAGADI,Kolagi
607688,,,,,,SHIVAMOGGA,Shikarpur,Thandagunda,Inhabitant,SHIVAMOGGA,THOGARSI,Thandagunda
607689,,,,,,SHIVAMOGGA,Shikarpur,Siddihalli,Inhabitant,SHIVAMOGGA,THOGARSI,Siddihalli
607690,,,,,,SHIVAMOGGA,Shikarpur,Kanas0Gi,Inhabitant,SHIVAMOGGA,NARASAPURA,Kanas0Gi
607691,,,,,,SHIVAMOGGA,Shikarpur,Bilaki,Inhabitant,SHIVAMOGGA,BILAKI,Bilaki
607692,,,,,,SHIVAMOGGA,Shikarpur,Mulakoppa,Inhabitant,SHIVAMOGGA,KORATIGERE,Mulakoppa
607693,,,,,,SHIVAMOGGA,Shikarpur,Ragikoppa,Inhabitant,SHIVAMOGGA,KORATIGERE,Ragikoppa
607694,,,,,,SHIVAMOGGA,Shikarpur,Karnelli,Inhabitant,SHIVAMOGGA,MALAVALLI,Karnelli
607695,,,,,,SHIVAMOGGA,Shikarpur,Mayathammana Muchadi,Inhabitant,SHIVAMOGGA,KORATIGERE,Mayathammana Muchadi
607696,,,,,,SHIVAMOGGA,Shikarpur,Sunnadakoppa,Inhabitant,SHIVAMOGGA,SUNNADAKOPPA,Sunnadakoppa
607697,,,,,,SHIVAMOGGA,Shikarpur,Koratigere,Inhabitant,SHIVAMOGGA,KORATIGERE,Koratigere
607698,,,,,,SHIVAMOGGA,Shikarpur,Donanagudde,Inhabitant,SHIVAMOGGA,THALAGUNDA,Donanagudde
607699,,,,,,SHIVAMOGGA,Shikarpur,Bisalahalli,Inhabitant,SHIVAMOGGA,THALAGUNDA,Bisalahalli
607700,,,,,,SHIVAMOGGA,Shikarpur,Kanahalli,Inhabitant,SHIVAMOGGA,BILAKI,Kanahalli
607701,,,,,,SHIVAMOGGA,Shikarpur,Kadethinahalli,Inhabitant,SHIVAMOGGA,BILAKI,Kadethinahalli
607702,,,,,,SHIVAMOGGA,Shikarpur,Kawli,Inhabitant,SHIVAMOGGA,THOGARSI,Kawli
607703,,,,,,SHIVAMOGGA,Shikarpur,Thogarsi,Inhabitant,SHIVAMOGGA,THOGARSI,Thogarsi
607704,,,,,,SHIVAMOGGA,Shikarpur,Kodihalli,Inhabitant,SHIVAMOGGA,HARIGI,Kodihalli
607705,,,,,,SHIVAMOGGA,Shikarpur,Haragi,Inhabitant,SHIVAMOGGA,HARIGI,Haragi
607706,,,,,,SHIVAMOGGA,Shikarpur,Sahasravalli,Inhabitant,SHIVAMOGGA,HARIGI,Sahasravalli
607707,,,,,,SHIVAMOGGA,Shikarpur,Hunsekatte,Inhabitant,SHIVAMOGGA,HARIGI,Hunsekatte
607708,,,,,,SHIVAMOGGA,Shikarpur,Guddadahosalli,Inhabitant,SHIVAMOGGA,HARIGI,Guddadahosalli
607709,,,,,,SHIVAMOGGA,Shikarpur,Malooru,Inhabitant,SHIVAMOGGA,BELAGAVI,Malooru
607710,,,,,,SHIVAMOGGA,Shikarpur,Idukinahosakoppa,Inhabitant,SHIVAMOGGA,THOGARSI,Idukinahosakoppa
607711,,,,,,SHIVAMOGGA,Shikarpur,Devikoppa,Inhabitant,SHIVAMOGGA,THOGARSI,Devikoppa
607712,,,,,,SHIVAMOGGA,Shikarpur,JAVAGATTE,Inhabitant,SHIVAMOGGA,BELAGAVI,JAVAGATTE
607713,,,,,,SHIVAMOGGA,Shikarpur,Shivapura,Inhabitant,SHIVAMOGGA,THALAGUNDA,Shivapura
607714,,,,,,SHIVAMOGGA,Shikarpur,Thalagunda,Inhabitant,SHIVAMOGGA,THALAGUNDA,Thalagunda
607715,,,,,,SHIVAMOGGA,Shikarpur,Malagondanakoppa,Inhabitant,SHIVAMOGGA,THALAGUNDA,Malagondanakoppa
607716,,,,,,SHIVAMOGGA,Shikarpur,Belagavi,Inhabitant,SHIVAMOGGA,BELAGAVI,Belagavi
607717,,,,,,SHIVAMOGGA,Shikarpur,Mayasettikoppa,Inhabitant,SHIVAMOGGA,THALAGUNDA,Mayasettikoppa
607718,,,,,,SHIVAMOGGA,Shikarpur,Basavanandihalli,Inhabitant,SHIVAMOGGA,MANCHIKOPPA,Basavanandihalli
607719,,,,,,SHIVAMOGGA,Shikarpur,Huluginakoppa,Inhabitant,SHIVAMOGGA,KORATIGERE,Huluginakoppa
607720,,,,,,SHIVAMOGGA,Shikarpur,Thadasanahalli,Inhabitant,SHIVAMOGGA,SUNNADAKOPPA,Thadasanahalli
607721,,,,,,SHIVAMOGGA,Shikarpur,Kadenandihalli,Inhabitant,SHIVAMOGGA,SUNNADAKOPPA,Kadenandihalli
607722,,,,,,SHIVAMOGGA,Shikarpur,Sadapura,Inhabitant,SHIVAMOGGA,SUNNADAKOPPA,Sadapura
607723,,,,,,SHIVAMOGGA,Shikarpur,Bidarikoppa,Inhabitant,SHIVAMOGGA,SUNNADAKOPPA,Bidarikoppa
607724,,,,,,SHIVAMOGGA,Shikarpur,Muthagi,Inhabitant,SHIVAMOGGA,MANCHIKOPPA,Muthagi
607725,,,,,,SHIVAMOGGA,Shikarpur,Mugalikoppa,Inhabitant,SHIVAMOGGA,MANCHIKOPPA,Mugalikoppa
607726,,,,,,SHIVAMOGGA,Shikarpur,Hakkali,Inhabitant,SHIVAMOGGA,MANCHIKOPPA,Hakkali
607727,,,,,,SHIVAMOGGA,Shikarpur,Shiralakoppa (Rural),Inhabitant,,,
607728,,,,,,SHIVAMOGGA,Shikarpur,Belavanthanakoppa,Inhabitant,SHIVAMOGGA,THADAGANI,Belavanthanakoppa
607729,,,,,,SHIVAMOGGA,Shikarpur,Manchikoppa,Inhabitant,SHIVAMOGGA,MANCHIKOPPA,Manchikoppa
607730,,,,,,SHIVAMOGGA,Shikarpur,Utharanihalli,Inhabitant,SHIVAMOGGA,CHIKKAJAMBURU,Utharanihalli
607731,,,,,,SHIVAMOGGA,Shikarpur,Adaganti,Inhabitant,SHIVAMOGGA,CHIKKAJAMBURU,Adaganti
607732,,,,,,SHIVAMOGGA,Shikarpur,Bhakthanakoppa,Inhabitant,SHIVAMOGGA,CHIKKAJAMBURU,Bhakthanakoppa
607733,,,,,,SHIVAMOGGA,Shikarpur,Thirthahalu,Inhabitant,SHIVAMOGGA,GUDDADATHUMMENAKATTE,Thirthahalu
607734,,,,,,SHIVAMOGGA,Shikarpur,Guddada Thumminakatte,Inhabitant,SHIVAMOGGA,GUDDADATHUMMENAKATTE,Guddada Thumminakatte
607735,,,,,,SHIVAMOGGA,Shikarpur,Chikkajamburu,Inhabitant,SHIVAMOGGA,CHIKKAJAMBURU,Chikkajamburu
607736,,,,,,SHIVAMOGGA,Shikarpur,Boghasamudra,Inhabitant,SHIVAMOGGA,CHIKKAJAMBURU,Boghasamudra
607737,,,,,,SHIVAMOGGA,Shikarpur,Virupapura,Inhabitant,SHIVAMOGGA,HEREJAMBURU,Virupapura
607738,,,,,,SHIVAMOGGA,Shikarpur,Neralagi,Inhabitant,SHIVAMOGGA,THADAGANI,Neralagi
607739,,,,,,SHIVAMOGGA,Shikarpur,Thadagani,Inhabitant,SHIVAMOGGA,THADAGANI,Thadagani
607740,,,,,,SHIVAMOGGA,Shikarpur,Jamburuhosakoppa,Inhabitant,SHIVAMOGGA,THADAGANI,Jamburuhosakoppa
607741,,,,,,SHIVAMOGGA,Shikarpur,Kyadigikoppa,Inhabitant,SHIVAMOGGA,THADAGANI,Kyadigikoppa
607742,,,,,,SHIVAMOGGA,Shikarpur,Udugani,Inhabitant,SHIVAMOGGA,UDAGANI,Udugani
607743,,,,,,SHIVAMOGGA,Shikarpur,Bhadrapura,Inhabitant,SHIVAMOGGA,THARALAGATTA,Bhadrapura
607744,,,,,,SHIVAMOGGA,Shikarpur,Kuskuru,Inhabitant,SHIVAMOGGA,HEREJAMBURU,Kuskuru
607745,,,,,,SHIVAMOGGA,Shikarpur,Dasanapura,Inhabitant,SHIVAMOGGA,HEREJAMBURU,Dasanapura
607746,,,,,,SHIVAMOGGA,Shikarpur,Hirejamburu,Inhabitant,SHIVAMOGGA,HEREJAMBURU,Hirejamburu
607747,,,,,,SHIVAMOGGA,Shikarpur,Kodikoppa,Inhabitant,SHIVAMOGGA,HEREJAMBURU,Kodikoppa
607748,,,,,,SHIVAMOGGA,Shikarpur,Ujjanipura,Inhabitant,SHIVAMOGGA,HEREJAMBURU,Ujjanipura
607749,,,,,,SHIVAMOGGA,Shikarpur,Basavapura,Inhabitant,SHIVAMOGGA,GUDDADATHUMMENAKATTE,Basavapura
607750,,,,,,SHIVAMOGGA,Shikarpur,Bhogi,Inhabitant,SHIVAMOGGA,HEREJAMBURU,Bhogi
607751,,,,,,SHIVAMOGGA,Shikarpur,Nagihalli,Inhabitant,SHIVAMOGGA,HEREJAMBURU,Nagihalli
607752,,,,,,SHIVAMOGGA,Shikarpur,Kutrahalli,Inhabitant,SHIVAMOGGA,AMBARAGOPPA,Kutrahalli
607753,,,,,,SHIVAMOGGA,Shikarpur,Ambaragoppa,Inhabitant,SHIVAMOGGA,AMBARAGOPPA,Ambaragoppa
607754,,,,,,SHIVAMOGGA,Shikarpur,Seelavanthanakoppa,Inhabitant,SHIVAMOGGA,AMBARAGOPPA,Seelavanthanakoppa
607755,,,,,,SHIVAMOGGA,Shikarpur,Thumrihosuru,Inhabitant,SHIVAMOGGA,AMBARAGOPPA,Thumrihosuru
607756,,,,,,SHIVAMOGGA,Shikarpur,Punedahalli,Inhabitant,SHIVAMOGGA,JAKKANAHALLI,Punedahalli
607757,,,,,,SHIVAMOGGA,Shikarpur,Jakkanahalli,Inhabitant,SHIVAMOGGA,JAKKANAHALLI,Jakkanahalli
607758,,,,,,SHIVAMOGGA,Shikarpur,Sanda,Inhabitant,SHIVAMOGGA,JAKKANAHALLI,Sanda
607759,,,,,,SHIVAMOGGA,Shikarpur,Honakinakoppa,Inhabitant,SHIVAMOGGA,AMATEKOPPA,Honakinakoppa
607760,,,,,,SHIVAMOGGA,Shikarpur,Haraguvalli,Inhabitant,SHIVAMOGGA,AMATEKOPPA,Haraguvalli
607761,,,,,,SHIVAMOGGA,Shikarpur,Kaniya,Inhabitant,SHIVAMOGGA,AMATEKOPPA,Kaniya
607762,,,,,,SHIVAMOGGA,Shikarpur,Chikkalavathi,Inhabitant,SHIVAMOGGA,AMATEKOPPA,Chikkalavathi
607763,,,,,,SHIVAMOGGA,Shikarpur,Amtekoppa,Inhabitant,SHIVAMOGGA,AMATEKOPPA,Amtekoppa
607764,,,,,,SHIVAMOGGA,Shikarpur,Shettihalli,Inhabitant,SHIVAMOGGA,AMATEKOPPA,Shettihalli
607765,,,,,,SHIVAMOGGA,Shikarpur,Kotta,Inhabitant,SHIVAMOGGA,KAPPANAHALLI,Kotta
607766,,,,,,SHIVAMOGGA,Shikarpur,Sadashivapura,Inhabitant,SHIVAMOGGA,NELAVAGILU,Sadashivapura
607767,,,,,,SHIVAMOGGA,Shikarpur,Kalenahalli,Inhabitant,SHIVAMOGGA,KAPPANAHALLI,Kalenahalli
607768,,,,,,SHIVAMOGGA,Shikarpur,Kappanahalli,Inhabitant,SHIVAMOGGA,KAPPANAHALLI,Kappanahalli
607769,,,,,,SHIVAMOGGA,Shikarpur,Kotipura,Inhabitant,SHIVAMOGGA,KAPPANAHALLI,Kotipura
607770,,,,,,SHIVAMOGGA,Shikarpur,Hirekalavathi,Inhabitant,SHIVAMOGGA,KAPPANAHALLI,Hirekalavathi
607771,,,,,,SHIVAMOGGA,Shikarpur,Mallapura,Inhabitant,SHIVAMOGGA,MUDUBASIDDAPURA,Mallapura
607772,,,,,,SHIVAMOGGA,Shikarpur,Mudubasiddapura,Inhabitant,SHIVAMOGGA,MUDUBASIDDAPURA,Mudubasiddapura
607773,,,,,,SHIVAMOGGA,Shikarpur,A. Annapura,Inhabitant,SHIVAMOGGA,MUDUBASIDDAPURA,A. Annapura
607774,,,,,,SHIVAMOGGA,Shikarpur,Ambligola,Inhabitant,SHIVAMOGGA,SALURU,Ambligola
607775,,,,,,SHIVAMOGGA,Shikarpur,Hariharapura,Inhabitant,SHIVAMOGGA,SALURU,Hariharapura
607776,,,,,,SHIVAMOGGA,Shikarpur,Yarekoppa,Inhabitant,SHIVAMOGGA,ARASINAGERE,Yarekoppa
607777,,,,,,SHIVAMOGGA,Shikarpur,Bannuru,Inhabitant,SHIVAMOGGA,MUDUBASIDDAPURA,Bannuru
607778,,,,,,SHIVAMOGGA,Shikarpur,Ramapura,Inhabitant,SHIVAMOGGA,HOTHANA KATTE,Ramapura
607779,,,,,,SHIVAMOGGA,Shikarpur,Hothanakatte,Inhabitant,SHIVAMOGGA,HOTHANA KATTE,Hothanakatte
607780,,,,,,SHIVAMOGGA,Shikarpur,Chunchinakoppa,Inhabitant,SHIVAMOGGA,HOTHANA KATTE,Chunchinakoppa
607781,,,,,,SHIVAMOGGA,Shikarpur,Suragihalli,Inhabitant,SHIVAMOGGA,GUDDADATHUMMENAKATTE,Suragihalli
607782,,,,,,SHIVAMOGGA,Shikarpur,Nimbegondi,Inhabitant,SHIVAMOGGA,MATTIKOTE,Nimbegondi
607783,,,,,,SHIVAMOGGA,Shikarpur,MADAGA HARANAHALLI,Inhabitant,SHIVAMOGGA,GUDDADATHUMMENAKATTE,MADAGA HARANAHALLI
607784,,,,,,SHIVAMOGGA,Shikarpur,Mattikote,Inhabitant,SHIVAMOGGA,MATTIKOTE,Mattikote
607785,,,,,,SHIVAMOGGA,Shikarpur,Mugalagere,Inhabitant,SHIVAMOGGA,GODDANAKOPPA,Mugalagere
607786,,,,,,SHIVAMOGGA,Shikarpur,Goddanakoppa,Inhabitant,SHIVAMOGGA,GODDANAKOPPA,Goddanakoppa
607787,,,,,,SHIVAMOGGA,Shikarpur,Puradahalu,Inhabitant,SHIVAMOGGA,NELAVAGILU,Puradahalu
607788,,,,,,SHIVAMOGGA,Shikarpur,Channahalli,Inhabitant,SHIVAMOGGA,NELAVAGILU,Channahalli
607789,,,,,,SHIVAMOGGA,Shikarpur,Nelavagilu,Inhabitant,SHIVAMOGGA,NELAVAGILU,Nelavagilu
607790,,,,,,SHIVAMOGGA,Shikarpur,Beguru Dodda Thanda,Inhabitant,SHIVAMOGGA,BEGURU,Beguru Dodda Thanda
607791,,,,,,SHIVAMOGGA,Shikarpur,Beguru,Inhabitant,SHIVAMOGGA,BEGURU,Beguru 
607792,,,,,,SHIVAMOGGA,Shikarpur,Baganakatte,Inhabitant,SHIVAMOGGA,BAGANAKATTE,Baganakatte
607793,,,,,,SHIVAMOGGA,Shikarpur,Kittadahalli,Inhabitant,SHIVAMOGGA,KITTADAHALLI,Kittadahalli
607794,,,,,,SHIVAMOGGA,Shikarpur,Kavaspura,Inhabitant,SHIVAMOGGA,KITTADAHALLI,Kavaspura
607795,,,,,,SHIVAMOGGA,Shikarpur,Dindadahalli,Inhabitant,SHIVAMOGGA,KITTADAHALLI,Dindadahalli
607796,,,,,,SHIVAMOGGA,Shikarpur,Maravalli,Inhabitant,SHIVAMOGGA,MARAVALLI,Maravalli
607797,,,,,,SHIVAMOGGA,Shikarpur,Sanklapura,Inhabitant,SHIVAMOGGA,BAGANAKATTE,Sanklapura
607798,,,,,,SHIVAMOGGA,Shikarpur,Dabbanabhyranahalli,Inhabitant,SHIVAMOGGA,BAGANAKATTE,Dabbanabhyranahalli
607799,,,,,,SHIVAMOGGA,Shikarpur,Kenchigondanakoppa,Inhabitant,SHIVAMOGGA,HOSURU,Kenchigondanakoppa
607800,,,,,,SHIVAMOGGA,Shikarpur,Balekoppa,Inhabitant,SHIVAMOGGA,MUDDANAHALLI,Balekoppa
607801,,,,,,SHIVAMOGGA,Shikarpur,Muddanahalli,Inhabitant,SHIVAMOGGA,MUDDANAHALLI,Muddanahalli
607802,,,,,,SHIVAMOGGA,Shikarpur,Kengatti,Inhabitant,SHIVAMOGGA,MUDDANAHALLI,Kengatti
607803,,,,,,SHIVAMOGGA,Shikarpur,Doopadahalli,Inhabitant,SHIVAMOGGA,THARALAGATTA,Doopadahalli
607804,,,,,,SHIVAMOGGA,Shikarpur,Thimlapura,Inhabitant,SHIVAMOGGA,THARALAGATTA,Thimlapura
607805,,,,,,SHIVAMOGGA,Shikarpur,Ittigehalli,Inhabitant,SHIVAMOGGA,MUDDANAHALLI,Ittigehalli
607806,,,,,,SHIVAMOGGA,Shikarpur,Voderapura,Inhabitant,SHIVAMOGGA,MUDDANAHALLI,Voderapura
607807,,,,,,SHIVAMOGGA,Shikarpur,Bhandibhyranahalli,Inhabitant,SHIVAMOGGA,MUDDANAHALLI,Bhandibhyranahalli
607808,,,,,,SHIVAMOGGA,Shikarpur,Huluginakatte,Inhabitant,SHIVAMOGGA,HOSURU,Huluginakatte
607809,,,,,,SHIVAMOGGA,Shikarpur,Gogga,Inhabitant,SHIVAMOGGA,GOGGA,Gogga
607810,,,,,,SHIVAMOGGA,Shikarpur,Chowdanayakanakoppa,Inhabitant,SHIVAMOGGA,KAGINALLI,Chowdanayakanakoppa
607811,,,,,,SHIVAMOGGA,Shikarpur,Guledahalli,Inhabitant,SHIVAMOGGA,MARAVALLI,Guledahalli
607812,,,,,,SHIVAMOGGA,Shikarpur,Kaginalli,Inhabitant,SHIVAMOGGA,KAGINALLI,Kaginalli
607813,,,,,,SHIVAMOGGA,Shikarpur,Baluru,Inhabitant,SHIVAMOGGA,JAKKINAKOPPA,Baluru
607814,,,,,,SHIVAMOGGA,Shikarpur,Jakkinakoppa,Inhabitant,SHIVAMOGGA,JAKKINAKOPPA,Jakkinakoppa
607815,,,,,,SHIVAMOGGA,Shikarpur,Aralehalli,Inhabitant,SHIVAMOGGA,JAKKINAKOPPA,Aralehalli
607816,,,,,,SHIVAMOGGA,Shikarpur,Nallinakoppa,Inhabitant,SHIVAMOGGA,GOGGA,Nallinakoppa
607817,,,,,,SHIVAMOGGA,Shikarpur,Hosuru,Inhabitant,SHIVAMOGGA,HOSURU,Hosuru
607818,,,,,,SHIVAMOGGA,Shikarpur,Gungarakatte,Inhabitant,SHIVAMOGGA,HOSURU,Gungarakatte
607819,,,,,,SHIVAMOGGA,Shikarpur,Saluru,Inhabitant,SHIVAMOGGA,SALURU,Saluru
607820,,,,,,SHIVAMOGGA,Shikarpur,Gama,Inhabitant,SHIVAMOGGA,GAMA,Gama
607821,,,,,,SHIVAMOGGA,Shikarpur,Bhadrapura,Inhabitant,SHIVAMOGGA,UDAGANI,Bhadrapura
607822,,,,,,SHIVAMOGGA,Shikarpur,Chikkajogihalli,Inhabitant,SHIVAMOGGA,CHURCHUGUNDI,Chikkajogihalli
607823,,,,,,SHIVAMOGGA,Shikarpur,Issuru,Inhabitant,SHIVAMOGGA,ESURU,Issuru
607824,,,,,,SHIVAMOGGA,Shikarpur,Harigehalu,Inhabitant,SHIVAMOGGA,ESURU,Harigehalu
607825,,,,,,SHIVAMOGGA,Shikarpur,Arasinagere,Inhabitant,SHIVAMOGGA,ARASINAGERE,Arasinagere
607826,,,,,,SHIVAMOGGA,Shikarpur,Anaginabylu,Inhabitant,SHIVAMOGGA,ARASINAGERE,Anaginabylu
607827,,,,,,SHIVAMOGGA,Shikarpur,Madravalli,Inhabitant,SHIVAMOGGA,ARASINAGERE,Madravalli
607828,,,,,,SHIVAMOGGA,Shikarpur,Kalmane,Inhabitant,SHIVAMOGGA,KALMANE,Kalmane
607829,,,,,,SHIVAMOGGA,Shikarpur,Hunsekoppa,Inhabitant,SHIVAMOGGA,HITTALA,Hunsekoppa
607830,,,,,,SHIVAMOGGA,Shikarpur,Hithala,Inhabitant,SHIVAMOGGA,HITTALA,Hithala
607831,,,,,,SHIVAMOGGA,Shikarpur,Sanyasikoppa,Inhabitant,SHIVAMOGGA,CHURCHUGUNDI,Sanyasikoppa
607832,,,,,,SHIVAMOGGA,Shikarpur,Churchugundi,Inhabitant,SHIVAMOGGA,CHURCHUGUNDI,Churchugundi
607833,,,,,,SHIVAMOGGA,Shikarpur,Doddajogihalli,Inhabitant,SHIVAMOGGA,THARALAGATTA,Doddajogihalli
607834,,,,,,SHIVAMOGGA,Shikarpur,Tharalaghatta,Inhabitant,SHIVAMOGGA,THARALAGATTA,Tharalaghatta
607835,,,,,,SHIVAMOGGA,Shikarpur,Nandihalli,Inhabitant,SHIVAMOGGA,THARALAGATTA,Nandihalli
607836,,,,,,SHIVAMOGGA,Shikarpur,Yerekatte,Inhabitant,SHIVAMOGGA,HAROGOPPA,Yerekatte
607837,,,,,,SHIVAMOGGA,Shikarpur,Suthakande,Inhabitant,SHIVAMOGGA,HAROGOPPA,Suthakande
607838,,,,,,SHIVAMOGGA,Shikarpur,Markande,Inhabitant,SHIVAMOGGA,HAROGOPPA,Markande
607839,,,,,,SHIVAMOGGA,Shikarpur,Kambadooru,Inhabitant,SHIVAMOGGA,HAROGOPPA,Kambadooru
607840,,,,,,SHIVAMOGGA,Shikarpur,Mathighatta,Inhabitant,SHIVAMOGGA,HAROGOPPA,Mathighatta
607841,,,,,,SHIVAMOGGA,Shikarpur,Thattihalli,Inhabitant,SHIVAMOGGA,HAROGOPPA,Thattihalli
607842,,,,,,SHIVAMOGGA,Shikarpur,Anjanapura,Inhabitant,SHIVAMOGGA,HAROGOPPA,Anjanapura
607843,,,,,,SHIVAMOGGA,Shikarpur,Hirekoralahalli,Inhabitant,SHIVAMOGGA,HAROGOPPA,Hirekoralahalli
607844,,,,,,SHIVAMOGGA,Shikarpur,Chikkoralahalli,Inhabitant,SHIVAMOGGA,HAROGOPPA,Chikkoralahalli
607845,,,,,,SHIVAMOGGA,Shikarpur,Kesaraghatta,Inhabitant,SHIVAMOGGA,HAROGOPPA,Kesaraghatta
607846,,,,,,SHIVAMOGGA,Shikarpur,Harogoppa,Inhabitant,SHIVAMOGGA,HAROGOPPA,Harogoppa
607847,,,,,,SHIVAMOGGA,Shikarpur,Sidiginahalu,Inhabitant,SHIVAMOGGA,HAROGOPPA,Sidiginahalu
607848,,,,,,SHIVAMOGGA,Shikarpur,Athibylu,Inhabitant,SHIVAMOGGA,HAROGOPPA,Athibylu
